FEN,Evaluation
r1bqk2r/pp1n1ppp/4p3/2ppP3/3P4/P1N1n3/1PPQ1PPP/R3KB1R w KQkq - 0 10,"{'type': 'cp', 'value': 52}"
r1bqk2r/pp1n1ppp/4p3/2ppP3/3P4/P1N1Q3/1PP2PPP/R3KB1R b KQkq - 0 10,"{'type': 'cp', 'value': 24}"
r1bqk2r/pp1n1ppp/4p3/3pP3/3p4/P1N1Q3/1PP2PPP/R3KB1R w KQkq - 0 11,"{'type': 'cp', 'value': 19}"
r1bqk2r/pp1n1ppp/4p3/3pP3/3Q4/P1N5/1PP2PPP/R3KB1R b KQkq - 0 11,"{'type': 'cp', 'value': 20}"
r1bq1rk1/pp1n1ppp/4p3/3pP3/3Q4/P1N5/1PP2PPP/R3KB1R w KQ - 1 12,"{'type': 'cp', 'value': 60}"
r1bq1rk1/pp1n1ppp/4p3/3pP3/3Q4/P1NB4/1PP2PPP/R3K2R b KQ - 2 12,"{'type': 'cp', 'value': 28}"
r1b2rk1/pp1n1ppp/4p3/3pP1q1/3Q4/P1NB4/1PP2PPP/R3K2R w KQ - 3 13,"{'type': 'cp', 'value': 75}"
r1b2rk1/pp1n1ppp/4p3/3pP1q1/3Q1P2/P1NB4/1PP3PP/R3K2R b KQ - 0 13,"{'type': 'cp', 'value': 75}"
r1b2rk1/pp1nqppp/4p3/3pP3/3Q1P2/P1NB4/1PP3PP/R3K2R w KQ - 1 14,"{'type': 'cp', 'value': 107}"
r1b2rk1/pp1nqppp/4p3/3pP3/3Q1P2/P1NB4/1PP3PP/R4RK1 b - - 2 14,"{'type': 'cp', 'value': 86}"
r1b2rk1/p2nqppp/1p2p3/3pP3/3Q1P2/P1NB4/1PP3PP/R4RK1 w - - 0 15,"{'type': 'cp', 'value': 102}"
r1b2rk1/p2nqppp/1p2p3/3pP3/3Q1P2/P1NB1R2/1PP3PP/R5K1 b - - 1 15,"{'type': 'cp', 'value': 42}"
r1b2rk1/p3qppp/1p2p3/2npP3/3Q1P2/P1NB1R2/1PP3PP/R5K1 w - - 2 16,"{'type': 'cp', 'value': 67}"
r1b2rk1/p3qppp/1p2p3/2npP3/3Q1P2/P1NB3R/1PP3PP/R5K1 b - - 3 16,"{'type': 'cp', 'value': 35}"
r1b2rk1/p3qppp/1p2p3/3pP3/3Q1P2/P1Nn3R/1PP3PP/R5K1 w - - 0 17,"{'type': 'cp', 'value': 40}"
r1b2rk1/p3qppp/1p2p3/3pP3/5P2/P1NQ3R/1PP3PP/R5K1 b - - 0 17,"{'type': 'cp', 'value': 45}"
r1b2rk1/p3qp1p/1p2p1p1/3pP3/5P2/P1NQ3R/1PP3PP/R5K1 w - - 0 18,"{'type': 'cp', 'value': 88}"
r1b2rk1/p3qp1p/1p2p1pR/3pP3/5P2/P1NQ4/1PP3PP/R5K1 b - - 1 18,"{'type': 'cp', 'value': -51}"
r1b2r2/p3qpkp/1p2p1pR/3pP3/5P2/P1NQ4/1PP3PP/R5K1 w - - 2 19,"{'type': 'cp', 'value': 55}"
r1b2r2/p3qpkp/1p2p1pR/3pP3/5P2/P1N4Q/1PP3PP/R5K1 b - - 3 19,"{'type': 'cp', 'value': -52}"
r1b2r2/p4pkp/1p2p1pR/2qpP3/5P2/P1N4Q/1PP3PP/R5K1 w - - 4 20,"{'type': 'cp', 'value': 0}"
r1b2r2/p4pkp/1p2p1pR/2qpP3/5P2/P1N4Q/1PP3PP/R6K b - - 5 20,"{'type': 'cp', 'value': -24}"
r1b4r/p4pkp/1p2p1pR/2qpP3/5P2/P1N4Q/1PP3PP/R6K w - - 6 21,"{'type': 'cp', 'value': -39}"
r1b4r/p4pkp/1p2p1p1/2qpP3/5P1R/P1N4Q/1PP3PP/R6K b - - 7 21,"{'type': 'cp', 'value': -93}"
r6r/pb3pkp/1p2p1p1/2qpP3/5P1R/P1N4Q/1PP3PP/R6K w - - 8 22,"{'type': 'cp', 'value': -72}"
r6r/pb3pkp/1p2p1p1/2qpP3/5P1R/P1N2Q2/1PP3PP/R6K b - - 9 22,"{'type': 'cp', 'value': -142}"
1r5r/pb3pkp/1p2p1p1/2qpP3/5P1R/P1N2Q2/1PP3PP/R6K w - - 10 23,"{'type': 'cp', 'value': -85}"
1r5r/pb3pkp/1p2p1p1/2qpP3/5P1R/P1N2Q2/1PP3PP/2R4K b - - 11 23,"{'type': 'cp', 'value': -131}"
1r5r/pb3pkp/1p2p1p1/2q1P3/3p1P1R/P1N2Q2/1PP3PP/2R4K w - - 0 24,"{'type': 'cp', 'value': -126}"
1r5r/pb3pkp/1p2p1p1/2q1P3/N2p1P1R/P4Q2/1PP3PP/2R4K b - - 1 24,"{'type': 'cp', 'value': -457}"
1r5r/p4pkp/1p2p1p1/2q1P3/N2p1P1R/P4b2/1PP3PP/2R4K w - - 0 25,"{'type': 'cp', 'value': -437}"
1r5r/p4pkp/1p2p1p1/2N1P3/3p1P1R/P4b2/1PP3PP/2R4K b - - 0 25,"{'type': 'cp', 'value': -446}"
1r5r/p4pkp/4p1p1/2p1P3/3p1P1R/P4b2/1PP3PP/2R4K w - - 0 26,"{'type': 'cp', 'value': -433}"
1r5r/p4pkp/4p1p1/2p1P3/3p1P1R/P4P2/1PP4P/2R4K b - - 0 26,"{'type': 'cp', 'value': -433}"
7r/p4pkp/4p1p1/2p1P3/3p1P1R/P4P2/1rP4P/2R4K w - - 0 27,"{'type': 'cp', 'value': -448}"
7r/p4pkp/4p1p1/2p1P3/3p1P1R/P1P2P2/1r5P/2R4K b - - 0 27,"{'type': 'cp', 'value': -455}"
7r/p4pkp/4p1p1/2p1P3/5P1R/P1Pp1P2/1r5P/2R4K w - - 0 28,"{'type': 'cp', 'value': -478}"
7r/p4pkp/4p1p1/2p1P3/5PR1/P1Pp1P2/1r5P/2R4K b - - 1 28,"{'type': 'cp', 'value': -523}"
7r/p4pkp/4p1p1/2p1P3/5PR1/P1P2P2/1r1p3P/2R4K w - - 0 29,"{'type': 'cp', 'value': -499}"
7r/p4pkp/4p1p1/2p1P3/5PR1/P1P2P2/1r1p3P/3R3K b - - 1 29,"{'type': 'cp', 'value': -489}"
3r4/p4pkp/4p1p1/2p1P3/5PR1/P1P2P2/1r1p3P/3R3K w - - 2 30,"{'type': 'cp', 'value': -481}"
3r4/p4pkp/4p1p1/2p1P3/5P2/P1P2P2/1r1p2RP/3R3K b - - 3 30,"{'type': 'cp', 'value': -589}"
3r4/p4pkp/4p1p1/2p1P3/5P2/P1P2P2/2rp2RP/3R3K w - - 4 31,"{'type': 'cp', 'value': -552}"
3r4/p4pkp/4p1p1/2p1P3/P4P2/2P2P2/2rp2RP/3R3K b - - 0 31,"{'type': 'cp', 'value': -593}"
3r4/p4pkp/4p1p1/2p1P3/P4P2/2P2P2/3p2RP/2rR3K w - - 1 32,"{'type': 'cp', 'value': -639}"
3r4/p4pkp/4p1p1/2p1P3/P4P2/2P2P2/3p3P/2rR2RK b - - 2 32,"{'type': 'cp', 'value': -638}"
3r4/p4pkp/4p1p1/2p1P3/P4P2/2r2P2/3p3P/3R2RK w - - 0 33,"{'type': 'cp', 'value': -641}"
3r4/p4pkp/4p1p1/2p1P3/P4P2/2r2P2/3p2KP/3R2R1 b - - 1 33,"{'type': 'cp', 'value': -633}"
8/p4pkp/4p1p1/2p1P3/P4P2/2rr1P2/3p2KP/3R2R1 w - - 2 34,"{'type': 'cp', 'value': -586}"
8/p4pkp/4p1p1/2p1P3/P4P2/2rr1P2/3p2KP/3R1R2 b - - 3 34,"{'type': 'cp', 'value': -634}"
8/p4pkp/4p1p1/4P3/P1p2P2/2rr1P2/3p2KP/3R1R2 w - - 0 35,"{'type': 'cp', 'value': -597}"
8/p4pkp/4p1p1/4P3/P1p2P2/2rr1P2/3p1K1P/3R1R2 b - - 1 35,"{'type': 'cp', 'value': -693}"
8/p4pkp/4p1p1/4P3/P1p2P2/2r2r2/3p1K1P/3R1R2 w - - 0 36,"{'type': 'cp', 'value': -752}"
8/p4pkp/4p1p1/4P3/P1p2P2/2r2r2/3pK2P/3R1R2 b - - 1 36,"{'type': 'cp', 'value': -724}"
8/p4pkp/4p1p1/4P3/P1p2P2/2r5/3pK2P/3R1r2 w - - 0 37,"{'type': 'cp', 'value': -767}"
8/p4pkp/4p1p1/4P3/P1p2P2/2r5/3p3P/3R1K2 b - - 0 37,"{'type': 'cp', 'value': -773}"
8/p4pkp/4p1p1/4P3/P1p2P2/8/3p3P/2rR1K2 w - - 1 38,"{'type': 'cp', 'value': -736}"
8/p4pkp/4p1p1/4P3/P1p2P2/8/3pK2P/2rR4 b - - 2 38,"{'type': 'cp', 'value': -728}"
8/p4pkp/4p1p1/4P3/P4P2/2p5/3pK2P/2rR4 w - - 0 39,"{'type': 'cp', 'value': -736}"
8/p4pkp/4p1p1/4P3/P4P2/2pK4/3p3P/2rR4 b - - 1 39,"{'type': 'cp', 'value': -856}"
8/p4pkp/4p1p1/4P3/P4P2/2pK4/3p3P/3r4 w - - 0 40,"{'type': 'cp', 'value': -818}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 23}"
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 24}"
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,"{'type': 'cp', 'value': 12}"
r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,"{'type': 'cp', 'value': 39}"
r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,"{'type': 'cp', 'value': 26}"
r1bqkbnr/ppp1p1pp/2n2p2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,"{'type': 'cp', 'value': 62}"
r1bqkbnr/ppp1p1pp/2n2p2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 56}"
r1bqkbnr/ppp1p2p/2n2p2/3p2p1/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,"{'type': 'cp', 'value': 74}"
r1bqkbnr/ppp1p2p/2n2p2/3p2p1/3P4/4PNB1/PPP2PPP/RN1QKB1R b KQkq - 1 5,"{'type': 'cp', 'value': 95}"
r1bqkbnr/1pp1p2p/p1n2p2/3p2p1/3P4/4PNB1/PPP2PPP/RN1QKB1R w KQkq - 0 6,"{'type': 'cp', 'value': 156}"
r1bqkbnr/1pp1p2p/p1n2p2/3p2p1/3P4/3BPNB1/PPP2PPP/RN1QK2R b KQkq - 1 6,"{'type': 'cp', 'value': 65}"
r1bqkbnr/1pp1p2p/p1n2p2/3p4/3P2p1/3BPNB1/PPP2PPP/RN1QK2R w KQkq - 0 7,"{'type': 'cp', 'value': 118}"
r1bqkbnr/1pp1p2p/p1n2p2/3p4/3P2p1/3BP1B1/PPPN1PPP/RN1QK2R b KQkq - 1 7,"{'type': 'cp', 'value': 118}"
r1bqkbnr/1pp1p2p/p1n5/3p1p2/3P2p1/3BP1B1/PPPN1PPP/RN1QK2R w KQkq - 0 8,"{'type': 'cp', 'value': 172}"
r1bqkbnr/1pp1p2p/p1n5/3p1p2/3P2p1/3BP1BP/PPPN1PP1/RN1QK2R b KQkq - 0 8,"{'type': 'cp', 'value': 178}"
r1bqkb1r/1pp1p2p/p1n4n/3p1p2/3P2p1/3BP1BP/PPPN1PP1/RN1QK2R w KQkq - 1 9,"{'type': 'cp', 'value': 198}"
r1bqkb1r/1pp1p2p/p1n4n/3p1p2/3P2p1/2NBP1BP/PPPN1PP1/R2QK2R b KQkq - 2 9,"{'type': 'cp', 'value': 189}"
r1bqk2r/1pp1p1bp/p1n4n/3p1p2/3P2p1/2NBP1BP/PPPN1PP1/R2QK2R w KQkq - 3 10,"{'type': 'cp', 'value': 215}"
r1bqk2r/1pp1p1bp/p1n4n/3p1p2/3P2p1/2NBP1BP/PPPN1PP1/R2Q1RK1 b kq - 4 10,"{'type': 'cp', 'value': 42}"
r1bq1rk1/1pp1p1bp/p1n4n/3p1p2/3P2p1/2NBP1BP/PPPN1PP1/R2Q1RK1 w - - 5 11,"{'type': 'cp', 'value': 162}"
r1bq1rk1/1pp1p1bp/p1n4n/3p1p2/3P2P1/2NBP1B1/PPPN1PP1/R2Q1RK1 b - - 0 11,"{'type': 'cp', 'value': 142}"
r1bq1rk1/1pp1p1bp/p1n5/3p1p2/3P2n1/2NBP1B1/PPPN1PP1/R2Q1RK1 w - - 0 12,"{'type': 'cp', 'value': 206}"
r1bq1rk1/1pp1p1bp/p1n5/3p1p2/3P2n1/2N1P1B1/PPPNBPP1/R2Q1RK1 b - - 1 12,"{'type': 'cp', 'value': 57}"
r1bq1rk1/1pp1p1b1/p1n5/3p1p1p/3P2n1/2N1P1B1/PPPNBPP1/R2Q1RK1 w - - 0 13,"{'type': 'cp', 'value': 123}"
r1bq1rk1/1pp1p1b1/p1n5/3p1p1p/3P2n1/1NN1P1B1/PPP1BPP1/R2Q1RK1 b - - 1 13,"{'type': 'cp', 'value': 97}"
r1bq1rk1/1pp3b1/p1n5/3ppp1p/3P2n1/1NN1P1B1/PPP1BPP1/R2Q1RK1 w - - 0 14,"{'type': 'cp', 'value': 202}"
r1bq1rk1/1pp3b1/p1n5/2Nppp1p/3P2n1/2N1P1B1/PPP1BPP1/R2Q1RK1 b - - 1 14,"{'type': 'cp', 'value': -346}"
r1bq1rk1/1pp3b1/p1n5/2Npp2p/3P1pn1/2N1P1B1/PPP1BPP1/R2Q1RK1 w - - 0 15,"{'type': 'cp', 'value': -364}"
r1bq1rk1/1pp3b1/p1n5/2Npp2p/3P1Pn1/2N3B1/PPP1BPP1/R2Q1RK1 b - - 0 15,"{'type': 'cp', 'value': -376}"
r1bq1rk1/1pp3b1/p1n5/2Np3p/3P1pn1/2N3B1/PPP1BPP1/R2Q1RK1 w - - 0 16,"{'type': 'cp', 'value': -379}"
r1bq1rk1/1pp3b1/p1n5/2Np3p/3P1pB1/2N3B1/PPP2PP1/R2Q1RK1 b - - 0 16,"{'type': 'cp', 'value': -383}"
r1bq1rk1/1pp3b1/p1n5/2Np4/3P1pp1/2N3B1/PPP2PP1/R2Q1RK1 w - - 0 17,"{'type': 'cp', 'value': -321}"
r1bq1rk1/1pp3b1/p1n5/2Np4/3P1pp1/2N5/PPP2PPB/R2Q1RK1 b - - 1 17,"{'type': 'cp', 'value': -345}"
r1bq1rk1/1pp5/p1n5/2Np4/3b1pp1/2N5/PPP2PPB/R2Q1RK1 w - - 0 18,"{'type': 'cp', 'value': -292}"
r1bq1rk1/1Np5/p1n5/3p4/3b1pp1/2N5/PPP2PPB/R2Q1RK1 b - - 0 18,"{'type': 'cp', 'value': -440}"
r1b2rk1/1Np5/p1n5/3p4/3b1ppq/2N5/PPP2PPB/R2Q1RK1 w - - 1 19,"{'type': 'cp', 'value': -434}"
r1b2rk1/1Np5/p1n5/3p4/3b1ppq/2N3P1/PPP2P1B/R2Q1RK1 b - - 0 19,"{'type': 'mate', 'value': -6}"
r1b2rk1/1Np5/p1n5/3p4/3b2pq/2N3p1/PPP2P1B/R2Q1RK1 w - - 0 20,"{'type': 'mate', 'value': -5}"
r1b2rk1/1Np5/p1n5/3p4/3b2pq/2N3B1/PPP2P2/R2Q1RK1 b - - 0 20,"{'type': 'mate', 'value': -5}"
r1b2rk1/1Np5/p1n5/3p4/3b2p1/2N3q1/PPP2P2/R2Q1RK1 w - - 0 21,"{'type': 'mate', 'value': -4}"
r1b2rk1/1Np5/p1n5/3p4/3b2p1/2N3q1/PPP2P2/R2Q1R1K b - - 1 21,"{'type': 'mate', 'value': -4}"
r1b2rk1/1Np5/p1n5/3p4/3b2p1/2N4q/PPP2P2/R2Q1R1K w - - 2 22,"{'type': 'mate', 'value': -3}"
r1b2rk1/1Np5/p1n5/3p4/3b2p1/2N4q/PPP2P2/R2Q1RK1 b - - 3 22,"{'type': 'mate', 'value': -3}"
r1b2rk1/1Np5/p1n5/3p4/3b4/2N3pq/PPP2P2/R2Q1RK1 w - - 0 23,"{'type': 'mate', 'value': -2}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 23}"
rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 53}"
rnbqkbnr/ppp1pppp/3p4/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,"{'type': 'cp', 'value': 41}"
rnbqkbnr/ppp2ppp/3pp3/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,"{'type': 'cp', 'value': 67}"
rnbqkbnr/ppp2ppp/3pp3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,"{'type': 'cp', 'value': 63}"
r1bqkbnr/ppp2ppp/2npp3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,"{'type': 'cp', 'value': 61}"
r1bqkbnr/ppp2ppp/2npp3/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,"{'type': 'cp', 'value': 60}"
r1bqkb1r/ppp2ppp/2nppn2/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,"{'type': 'cp', 'value': 62}"
r1bqkb1r/ppp2ppp/2nppn2/8/3P1B2/4PN2/PPPN1PPP/R2QKB1R b KQkq - 2 5,"{'type': 'cp', 'value': 35}"
r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P1B2/4PN2/PPPN1PPP/R2QKB1R w KQkq - 0 6,"{'type': 'cp', 'value': 75}"
r1bqkb1r/ppp2ppp/2n1pn2/1B1p4/3P1B2/4PN2/PPPN1PPP/R2QK2R b KQkq - 1 6,"{'type': 'cp', 'value': 55}"
r2qkb1r/pppb1ppp/2n1pn2/1B1p4/3P1B2/4PN2/PPPN1PPP/R2QK2R w KQkq - 2 7,"{'type': 'cp', 'value': 68}"
r2qkb1r/pppb1ppp/2n1pn2/1B1p4/3P1B2/P3PN2/1PPN1PPP/R2QK2R b KQkq - 0 7,"{'type': 'cp', 'value': 58}"
r2qkb1r/1ppb1ppp/p1n1pn2/1B1p4/3P1B2/P3PN2/1PPN1PPP/R2QK2R w KQkq - 0 8,"{'type': 'cp', 'value': 77}"
r2qkb1r/1ppb1ppp/p1B1pn2/3p4/3P1B2/P3PN2/1PPN1PPP/R2QK2R b KQkq - 0 8,"{'type': 'cp', 'value': 37}"
r2qkb1r/1pp2ppp/p1b1pn2/3p4/3P1B2/P3PN2/1PPN1PPP/R2QK2R w KQkq - 0 9,"{'type': 'cp', 'value': 43}"
r2qkb1r/1pp2ppp/p1b1pn2/3pN3/3P1B2/P3P3/1PPN1PPP/R2QK2R b KQkq - 1 9,"{'type': 'cp', 'value': 40}"
r2qkb1r/1ppb1ppp/p3pn2/3pN3/3P1B2/P3P3/1PPN1PPP/R2QK2R w KQkq - 2 10,"{'type': 'cp', 'value': 86}"
r2qkb1r/1ppb1ppp/p3pn2/3pN3/3P1B2/P3P3/1PPN1PPP/R2Q1RK1 b kq - 3 10,"{'type': 'cp', 'value': 43}"
r2qkb1r/1ppb1p1p/p3pnp1/3pN3/3P1B2/P3P3/1PPN1PPP/R2Q1RK1 w kq - 0 11,"{'type': 'cp', 'value': 89}"
r2qkb1r/1ppb1p1p/p3pnp1/3pN3/2PP1B2/P3P3/1P1N1PPP/R2Q1RK1 b kq - 0 11,"{'type': 'cp', 'value': 82}"
r2qk2r/1ppb1pbp/p3pnp1/3pN3/2PP1B2/P3P3/1P1N1PPP/R2Q1RK1 w kq - 1 12,"{'type': 'cp', 'value': 109}"
r2qk2r/1ppb1pbp/p3pnp1/3PN3/3P1B2/P3P3/1P1N1PPP/R2Q1RK1 b kq - 0 12,"{'type': 'cp', 'value': 40}"
r2qk2r/1ppb1pbp/p4np1/3pN3/3P1B2/P3P3/1P1N1PPP/R2Q1RK1 w kq - 0 13,"{'type': 'cp', 'value': 37}"
r2qk2r/1ppb1pbp/p4np1/3pN3/3P1B2/PQ2P3/1P1N1PPP/R4RK1 b kq - 1 13,"{'type': 'cp', 'value': 27}"
r2qk2r/1ppb1pbp/p5p1/3pN3/3PnB2/PQ2P3/1P1N1PPP/R4RK1 w kq - 2 14,"{'type': 'cp', 'value': 515}"
r2qk2r/1ppb1Nbp/p5p1/3p4/3PnB2/PQ2P3/1P1N1PPP/R4RK1 b kq - 0 14,"{'type': 'cp', 'value': -63}"
r2q3r/1ppb1kbp/p5p1/3p4/3PnB2/PQ2P3/1P1N1PPP/R4RK1 w - - 0 15,"{'type': 'cp', 'value': 395}"
r2q3r/1ppb1kbp/p5p1/3Q4/3PnB2/P3P3/1P1N1PPP/R4RK1 b - - 0 15,"{'type': 'cp', 'value': 391}"
r2q3r/1pp2kbp/p3b1p1/3Q4/3PnB2/P3P3/1P1N1PPP/R4RK1 w - - 1 16,"{'type': 'cp', 'value': 389}"
r2q3r/1pp2kbp/p3b1p1/8/3PQB2/P3P3/1P1N1PPP/R4RK1 b - - 0 16,"{'type': 'cp', 'value': 402}"
r2qr3/1pp2kbp/p3b1p1/8/3PQB2/P3P3/1P1N1PPP/R4RK1 w - - 1 17,"{'type': 'cp', 'value': 416}"
r2qr3/1Qp2kbp/p3b1p1/8/3P1B2/P3P3/1P1N1PPP/R4RK1 b - - 0 17,"{'type': 'cp', 'value': 407}"
r2qr3/1Qp2kbp/p5p1/3b4/3P1B2/P3P3/1P1N1PPP/R4RK1 w - - 1 18,"{'type': 'cp', 'value': 485}"
r2qr3/2Q2kbp/p5p1/3b4/3P1B2/P3P3/1P1N1PPP/R4RK1 b - - 0 18,"{'type': 'cp', 'value': 499}"
r2qr1k1/2Q3bp/p5p1/3b4/3P1B2/P3P3/1P1N1PPP/R4RK1 w - - 1 19,"{'type': 'cp', 'value': 509}"
r2Qr1k1/6bp/p5p1/3b4/3P1B2/P3P3/1P1N1PPP/R4RK1 b - - 0 19,"{'type': 'cp', 'value': 474}"
r2r2k1/6bp/p5p1/3b4/3P1B2/P3P3/1P1N1PPP/R4RK1 w - - 0 20,"{'type': 'cp', 'value': 496}"
r2r2k1/6bp/p5p1/3b4/3P1B2/P3P3/1P1N1PPP/2R2RK1 b - - 1 20,"{'type': 'cp', 'value': 481}"
r2r2k1/6b1/p5pp/3b4/3P1B2/P3P3/1P1N1PPP/2R2RK1 w - - 0 21,"{'type': 'cp', 'value': 553}"
r2r2k1/6b1/p5pp/3b4/3P1B2/P3PP2/1P1N2PP/2R2RK1 b - - 0 21,"{'type': 'cp', 'value': 492}"
r2r2k1/6b1/p6p/3b2p1/3P1B2/P3PP2/1P1N2PP/2R2RK1 w - - 0 22,"{'type': 'cp', 'value': 486}"
r2r2k1/6b1/p6p/3bB1p1/3P4/P3PP2/1P1N2PP/2R2RK1 b - - 1 22,"{'type': 'cp', 'value': 458}"
r2r1bk1/8/p6p/3bB1p1/3P4/P3PP2/1P1N2PP/2R2RK1 w - - 2 23,"{'type': 'cp', 'value': 566}"
r2r1bk1/8/p6p/3bB1p1/3PP3/P4P2/1P1N2PP/2R2RK1 b - - 0 23,"{'type': 'cp', 'value': 553}"
r2r1bk1/5b2/p6p/4B1p1/3PP3/P4P2/1P1N2PP/2R2RK1 w - - 1 24,"{'type': 'cp', 'value': 581}"
r2r1bk1/5b2/p6p/3PB1p1/4P3/P4P2/1P1N2PP/2R2RK1 b - - 0 24,"{'type': 'cp', 'value': 539}"
r4bk1/3r1b2/p6p/3PB1p1/4P3/P4P2/1P1N2PP/2R2RK1 w - - 1 25,"{'type': 'cp', 'value': 536}"
r4bk1/3r1b2/p6p/3PB1p1/2N1P3/P4P2/1P4PP/2R2RK1 b - - 2 25,"{'type': 'cp', 'value': 516}"
r4bk1/1r3b2/p6p/3PB1p1/2N1P3/P4P2/1P4PP/2R2RK1 w - - 3 26,"{'type': 'cp', 'value': 603}"
r4bk1/1r3b2/p6p/3PB1p1/1PN1P3/P4P2/6PP/2R2RK1 b - - 0 26,"{'type': 'cp', 'value': 497}"
r3bbk1/1r6/p6p/3PB1p1/1PN1P3/P4P2/6PP/2R2RK1 w - - 1 27,"{'type': 'cp', 'value': 603}"
r3bbk1/1r6/p2B3p/3P2p1/1PN1P3/P4P2/6PP/2R2RK1 b - - 2 27,"{'type': 'cp', 'value': 508}"
r4bk1/1r6/p2B3p/1b1P2p1/1PN1P3/P4P2/6PP/2R2RK1 w - - 3 28,"{'type': 'cp', 'value': 559}"
r4Bk1/1r6/p6p/1b1P2p1/1PN1P3/P4P2/6PP/2R2RK1 b - - 0 28,"{'type': 'cp', 'value': 567}"
r4k2/1r6/p6p/1b1P2p1/1PN1P3/P4P2/6PP/2R2RK1 w - - 0 29,"{'type': 'cp', 'value': 587}"
r4k2/1r6/p6p/1b1P2p1/1PN1P3/P4P2/5RPP/2R3K1 b - - 1 29,"{'type': 'cp', 'value': 562}"
2r2k2/1r6/p6p/1b1P2p1/1PN1P3/P4P2/5RPP/2R3K1 w - - 2 30,"{'type': 'cp', 'value': 559}"
2r2k2/1r6/p2N3p/1b1P2p1/1P2P3/P4P2/5RPP/2R3K1 b - - 3 30,"{'type': 'mate', 'value': -2}"
5k2/1r6/p2N3p/1b1P2p1/1P2P3/P4P2/5RPP/2r3K1 w - - 0 31,"{'type': 'mate', 'value': -1}"
5k2/1r6/p2N3p/1b1P2p1/1P2P3/P4P2/6PP/2r2RK1 b - - 1 31,"{'type': 'mate', 'value': -1}"
5k2/1r6/p2N3p/1b1P2p1/1P2P3/P4P2/6PP/5rK1 w - - 0 32,"{'type': 'mate', 'value': 0}"
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"{'type': 'cp', 'value': 42}"
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,"{'type': 'cp', 'value': 35}"
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,"{'type': 'cp', 'value': 40}"
rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,"{'type': 'cp', 'value': 35}"
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,"{'type': 'cp', 'value': 39}"
rnbqkbnr/pp3ppp/4p3/2PpP3/8/8/PPP2PPP/RNBQKBNR b KQkq - 0 4,"{'type': 'cp', 'value': -32}"
rnbqk1nr/pp3ppp/4p3/2bpP3/8/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,"{'type': 'cp', 'value': -29}"
rnbqk1nr/pp3ppp/4p3/2bpP3/8/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 5,"{'type': 'cp', 'value': -20}"
